ciudad,redaccion,fecha,temperatura,texto_madrugada,texto_mañana,texto_tarde,texto_noche,icono_madrugada,icono_mañana,icono_tarde,icono_noche
Osorno,Información redactada el día viernes 23 a las 01:54 hrs.,domingo 25,10/30,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Osorno,Información redactada el día viernes 23 a las 01:54 hrs.,lunes 26,12/27,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Osorno,Información redactada el día viernes 23 a las 01:54 hrs.,martes 27,10/25,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Montt,Información redactada el día viernes 23 a las 01:54 hrs.,viernes 23,/16,,Nublado,Nubosidad parcial,Despejado,,parcial.png,parcialalta.png,despejadonoche.png
Puerto Montt,Información redactada el día viernes 23 a las 01:54 hrs.,sábado 24,9/18,Despejado,Despejado,Despejado con viento entre 40 y 60 km/h,Despejado,despejadonoche.png,despejado.png,viento4060.png,despejadonoche.png
Puerto Montt,Información redactada el día viernes 23 a las 01:54 hrs.,domingo 25,11/24,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Montt,Información redactada el día viernes 23 a las 01:54 hrs.,lunes 26,12/22,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Puerto Montt,Información redactada el día viernes 23 a las 01:54 hrs.,martes 27,10/17,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Cochamó,Información redactada el día viernes 23 a las 01:59 hrs.,viernes 23,/16,,Nublado,Nublado,Despejado,,parcial.png,parcial.png,despejadonoche.png
Cochamó,Información redactada el día viernes 23 a las 01:59 hrs.,sábado 24,9/22,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Cochamó,Información redactada el día viernes 23 a las 01:59 hrs.,domingo 25,12/27,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Cochamó,Información redactada el día viernes 23 a las 01:59 hrs.,lunes 26,13/25,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Cochamó,Información redactada el día viernes 23 a las 01:59 hrs.,martes 27,11/20,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Ancud,Información redactada el día viernes 23 a las 01:59 hrs.,viernes 23,/16,,Nublado,Nublado,Nublado,,parcial.png,parcial.png,parcialnoche.png
Ancud,Información redactada el día viernes 23 a las 01:59 hrs.,sábado 24,7/22,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Ancud,Información redactada el día viernes 23 a las 01:59 hrs.,domingo 25,12/26,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Ancud,Información redactada el día viernes 23 a las 01:59 hrs.,lunes 26,13/23,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Ancud,Información redactada el día viernes 23 a las 01:59 hrs.,martes 27,10/20,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Castro,Información redactada el día viernes 23 a las 01:59 hrs.,viernes 23,/15,,Nublado,Nublado,Nubosidad parcial,,parcial.png,parcial.png,parcialaltanoche.png
Castro,Información redactada el día viernes 23 a las 01:59 hrs.,sábado 24,6/22,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Castro,Información redactada el día viernes 23 a las 01:59 hrs.,domingo 25,12/26,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Castro,Información redactada el día viernes 23 a las 01:59 hrs.,lunes 26,13/22,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Castro,Información redactada el día viernes 23 a las 01:59 hrs.,martes 27,10/19,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Chaitén,Información redactada el día viernes 23 a las 02:00 hrs.,viernes 23,/12,,Nublado y chubascos débiles,Nubosidad parcial,Despejado,,chubascos.png,parcialalta.png,despejadonoche.png
Chaitén,Información redactada el día viernes 23 a las 02:00 hrs.,sábado 24,6/21,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Chaitén,Información redactada el día viernes 23 a las 02:00 hrs.,domingo 25,11/24,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Chaitén,Información redactada el día viernes 23 a las 02:00 hrs.,lunes 26,13/20,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Chaitén,Información redactada el día viernes 23 a las 02:00 hrs.,martes 27,10/18,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Quellón,Información redactada el día viernes 23 a las 02:00 hrs.,viernes 23,/14,,Nublado,Nublado,Nublado,,parcial.png,parcial.png,parcialnoche.png
Quellón,Información redactada el día viernes 23 a las 02:00 hrs.,sábado 24,9/20,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Quellón,Información redactada el día viernes 23 a las 02:00 hrs.,domingo 25,12/25,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Quellón,Información redactada el día viernes 23 a las 02:00 hrs.,lunes 26,11/21,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Quellón,Información redactada el día viernes 23 a las 02:00 hrs.,martes 27,10/19,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Futaleufú,Información redactada el día viernes 23 a las 02:00 hrs.,viernes 23,/13,,Nublado,Despejado,Despejado,,parcial.png,despejado.png,despejadonoche.png
Futaleufú,Información redactada el día viernes 23 a las 02:00 hrs.,sábado 24,5/23,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Futaleufú,Información redactada el día viernes 23 a las 02:00 hrs.,domingo 25,12/28,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Futaleufú,Información redactada el día viernes 23 a las 02:00 hrs.,lunes 26,14/27,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Futaleufú,Información redactada el día viernes 23 a las 02:00 hrs.,martes 27,11/25,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Melinka,Información redactada el día viernes 23 a las 02:01 hrs.,viernes 23,/14,,Nublado,Nublado,Nublado,,parcial.png,parcial.png,parcialnoche.png
Melinka,Información redactada el día viernes 23 a las 02:01 hrs.,sábado 24,11/22,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Melinka,Información redactada el día viernes 23 a las 02:01 hrs.,domingo 25,14/25,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Melinka,Información redactada el día viernes 23 a las 02:01 hrs.,lunes 26,13/21,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Melinka,Información redactada el día viernes 23 a las 02:01 hrs.,martes 27,9/19,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Lago Verde,Información redactada el día viernes 23 a las 02:01 hrs.,viernes 23,/11,,Nublado,Nubosidad parcial,Nubosidad parcial,,parcial.png,parcialalta.png,parcialaltanoche.png
Lago Verde,Información redactada el día viernes 23 a las 02:01 hrs.,sábado 24,6/24,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Lago Verde,Información redactada el día viernes 23 a las 02:01 hrs.,domingo 25,13/28,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Lago Verde,Información redactada el día viernes 23 a las 02:01 hrs.,lunes 26,12/24,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Lago Verde,Información redactada el día viernes 23 a las 02:01 hrs.,martes 27,10/22,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Aysén,Información redactada el día viernes 23 a las 02:01 hrs.,viernes 23,/15,,Nublado y chubascos débiles,Nublado,Nubosidad parcial,,chubascos.png,parcial.png,parcialaltanoche.png
Puerto Aysén,Información redactada el día viernes 23 a las 02:01 hrs.,sábado 24,9/23,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Puerto Aysén,Información redactada el día viernes 23 a las 02:01 hrs.,domingo 25,14/26,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Aysén,Información redactada el día viernes 23 a las 02:01 hrs.,lunes 26,12/23,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Aysén,Información redactada el día viernes 23 a las 02:01 hrs.,martes 27,10/21,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Cisnes,Información redactada el día viernes 23 a las 02:01 hrs.,viernes 23,/15,,Nublado y chubascos débiles,Nublado,Nubosidad parcial,,chubascos.png,parcial.png,parcialaltanoche.png
Puerto Cisnes,Información redactada el día viernes 23 a las 02:01 hrs.,sábado 24,9/23,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Puerto Cisnes,Información redactada el día viernes 23 a las 02:01 hrs.,domingo 25,14/26,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Cisnes,Información redactada el día viernes 23 a las 02:01 hrs.,lunes 26,12/23,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Cisnes,Información redactada el día viernes 23 a las 02:01 hrs.,martes 27,10/21,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Coyhaique,Información redactada el día viernes 23 a las 02:02 hrs.,viernes 23,/14,,Nublado,Nublado,Nubosidad parcial,,parcial.png,parcial.png,parcialaltanoche.png
Coyhaique,Información redactada el día viernes 23 a las 02:02 hrs.,sábado 24,7/25,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Coyhaique,Información redactada el día viernes 23 a las 02:02 hrs.,domingo 25,12/29,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Coyhaique,Información redactada el día viernes 23 a las 02:02 hrs.,lunes 26,10/25,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Coyhaique,Información redactada el día viernes 23 a las 02:02 hrs.,martes 27,8/23,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Balmaceda,Información redactada el día viernes 23 a las 02:02 hrs.,viernes 23,/14,,Nublado,Despejado con viento entre 40 y 60 km/h,Despejado,,parcial.png,viento4060.png,despejadonoche.png
Balmaceda,Información redactada el día viernes 23 a las 02:02 hrs.,sábado 24,6/23,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Balmaceda,Información redactada el día viernes 23 a las 02:02 hrs.,domingo 25,13/26,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Balmaceda,Información redactada el día viernes 23 a las 02:02 hrs.,lunes 26,12/20,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Balmaceda,Información redactada el día viernes 23 a las 02:02 hrs.,martes 27,10/18,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Ingeniero Ibáñez,Información redactada el día viernes 23 a las 02:02 hrs.,viernes 23,/16,,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,,parcialalta.png,parcialalta.png,parcialaltanoche.png
Puerto Ingeniero Ibáñez,Información redactada el día viernes 23 a las 02:02 hrs.,sábado 24,8/24,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Ingeniero Ibáñez,Información redactada el día viernes 23 a las 02:02 hrs.,domingo 25,14/26,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Ingeniero Ibáñez,Información redactada el día viernes 23 a las 02:02 hrs.,lunes 26,12/24,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Puerto Ingeniero Ibáñez,Información redactada el día viernes 23 a las 02:02 hrs.,martes 27,10/22,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Chile Chico,Información redactada el día viernes 23 a las 02:03 hrs.,viernes 23,/16,,Nubosidad parcial,Despejado con viento entre 40 y 60 km/h,Despejado,,parcialalta.png,viento4060.png,despejadonoche.png
Chile Chico,Información redactada el día viernes 23 a las 02:03 hrs.,sábado 24,6/24,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Chile Chico,Información redactada el día viernes 23 a las 02:03 hrs.,domingo 25,14/26,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Chile Chico,Información redactada el día viernes 23 a las 02:03 hrs.,lunes 26,12/24,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Chile Chico,Información redactada el día viernes 23 a las 02:03 hrs.,martes 27,10/22,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Cochrane,Información redactada el día viernes 23 a las 02:03 hrs.,viernes 23,/13,,Nublado,Nublado,Nublado,,parcial.png,parcial.png,parcialnoche.png
Cochrane,Información redactada el día viernes 23 a las 02:03 hrs.,sábado 24,6/21,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Cochrane,Información redactada el día viernes 23 a las 02:03 hrs.,domingo 25,11/24,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Cochrane,Información redactada el día viernes 23 a las 02:03 hrs.,lunes 26,9/21,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Cochrane,Información redactada el día viernes 23 a las 02:03 hrs.,martes 27,7/19,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Caleta Tortel,Información redactada el día viernes 23 a las 02:04 hrs.,viernes 23,/11,,Nublado y chubascos débiles,Nublado,Nublado,,chubascos.png,parcial.png,parcialnoche.png
Caleta Tortel,Información redactada el día viernes 23 a las 02:04 hrs.,sábado 24,9/17,Nublado,Nublado,Nublado y chubascos débiles,Nublado y chubascos débiles,parcialnoche.png,parcial.png,chubascos.png,chubascos.png
Caleta Tortel,Información redactada el día viernes 23 a las 02:04 hrs.,domingo 25,11/20,Nublado y chubascos débiles,Nublado y chubascos débiles,Nubosidad parcial,Nubosidad parcial,chubascos.png,chubascos.png,parcialalta.png,parcialaltanoche.png
Caleta Tortel,Información redactada el día viernes 23 a las 02:04 hrs.,lunes 26,9/18,Nublado y chubascos débiles,Nublado y chubascos débiles,Nubosidad parcial,Nubosidad parcial,chubascos.png,chubascos.png,parcialalta.png,parcialaltanoche.png
Caleta Tortel,Información redactada el día viernes 23 a las 02:04 hrs.,martes 27,5/16,Nublado,Nublado,Nublado,Nublado,parcialnoche.png,parcial.png,parcial.png,parcialnoche.png
Villa O'Higgins,Información redactada el día viernes 23 a las 02:04 hrs.,viernes 23,/11,,Nublado y chubascos débiles,Nubosidad parcial con viento entre 40 y 60 km/h,Nubosidad parcial,,chubascos.png,viento4060.png,parcialaltanoche.png
Villa O'Higgins,Información redactada el día viernes 23 a las 02:04 hrs.,sábado 24,7/16,Nublado,Nublado,Nublado,Nublado,parcialnoche.png,parcial.png,parcial.png,parcialnoche.png
Villa O'Higgins,Información redactada el día viernes 23 a las 02:04 hrs.,domingo 25,10/21,Nublado,Nublado,Nubosidad parcial,Nubosidad parcial,parcialnoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
Villa O'Higgins,Información redactada el día viernes 23 a las 02:04 hrs.,lunes 26,9/17,Nublado y chubascos débiles,Nublado y chubascos débiles,Nubosidad parcial,Nubosidad parcial,chubascos.png,chubascos.png,parcialalta.png,parcialaltanoche.png
Villa O'Higgins,Información redactada el día viernes 23 a las 02:04 hrs.,martes 27,5/15,Nublado,Nublado,Nubosidad parcial,Nubosidad parcial,parcialnoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
Torres del Paine,Información redactada el día viernes 23 a las 04:57 hrs.,viernes 23,/14,,Nubosidad parcial y chubascos débiles,Nubosidad parcial y chubascos débiles,Nublado,,solparciallluvia.png,solparciallluvia.png,parcialnoche.png
Torres del Paine,Información redactada el día viernes 23 a las 04:57 hrs.,sábado 24,8/15,Nublado y chubascos débiles,Nublado,Nublado y chubascos débiles,Nubosidad parcial y chubascos débiles,chubascos.png,parcial.png,chubascos.png,lluvianoche.png
Torres del Paine,Información redactada el día viernes 23 a las 04:57 hrs.,domingo 25,5/19,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nublado,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialnoche.png
Torres del Paine,Información redactada el día viernes 23 a las 04:57 hrs.,lunes 26,6/14,Nublado,Nublado y chubascos débiles con viento entre 60 y 80 km/h,Nublado y chubascos con viento entre 60 y 80 km/h,Nublado y chubascos con viento entre 40 y 60 km/h,parcialnoche.png,vientolluvia6080.png,vientolluvia6080.png,chubascos.png
Torres del Paine,Información redactada el día viernes 23 a las 04:57 hrs.,martes 27,4/11,Nublado y chubascos con viento entre 25 y 40 km/h,Nublado y chubascos débiles con viento entre 40 y 60 km/h,Nublado y chubascos débiles con viento entre 40 y 60 km/h,Nublado y chubascos débiles con viento entre 40 y 60 km/h,chubascos.png,chubascos.png,chubascos.png,chubascos.png
Puerto Natales,Información redactada el día viernes 23 a las 04:58 hrs.,viernes 23,/15,,Nublado con viento entre 60 y 80 km/h,Nubosidad parcial con viento entre 40 y 60 km/h,Nublado,,viento6080.png,parcialalta.png,parcialnoche.png
Puerto Natales,Información redactada el día viernes 23 a las 04:58 hrs.,sábado 24,6/17,Nublado,Nublado,Nublado y chubascos débiles,Nubosidad parcial y chubascos débiles con viento entre 25 y 40 km/h,parcialnoche.png,parcial.png,chubascos.png,lluvianoche.png
Puerto Natales,Información redactada el día viernes 23 a las 04:58 hrs.,domingo 25,4/19,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Puerto Natales,Información redactada el día viernes 23 a las 04:58 hrs.,lunes 26,7/12,Nublado,Nublado y chubascos débiles con viento entre 60 y 80 km/h,Nublado y chubascos con viento entre 60 y 80 km/h,Nublado y chubascos débiles con viento entre 60 y 80 km/h,parcialnoche.png,vientolluvia6080.png,vientolluvia6080.png,vientolluvia6080.png
Puerto Natales,Información redactada el día viernes 23 a las 04:58 hrs.,martes 27,4/12,Nublado y chubascos débiles con viento entre 40 y 60 km/h,Nublado y chubascos débiles con viento entre 40 y 60 km/h,Nublado y chubascos débiles con viento entre 40 y 60 km/h,Nublado y chubascos débiles con viento entre 40 y 60 km/h,chubascos.png,chubascos.png,chubascos.png,chubascos.png
Punta Arenas,Información redactada el día viernes 23 a las 04:59 hrs.,viernes 23,/15,,Nublado y chubascos débiles con viento entre 80 y 94 km/h,Nubosidad parcial con viento entre 60 y 80 km/h,Nublado con viento entre 40 y 60 km/h,,vientolluvia8094.png,viento6080.png,parcialnoche.png
Punta Arenas,Información redactada el día viernes 23 a las 04:59 hrs.,sábado 24,7/18,Nublado con viento entre 25 y 40 km/h,Nublado con viento entre 25 y 40 km/h,Nublado con viento entre 25 y 40 km/h,Nubosidad parcial con viento entre 25 y 40 km/h,parcialnoche.png,parcial.png,parcial.png,parcialaltanoche.png
Punta Arenas,Información redactada el día viernes 23 a las 04:59 hrs.,domingo 25,7/15,Nubosidad parcial con viento entre 25 y 40 km/h,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,pocasnubesnoche.png,pocasnubes.png,parcialalta.png,parcialaltanoche.png
Punta Arenas,Información redactada el día viernes 23 a las 04:59 hrs.,lunes 26,8/13,Nublado,Nublado con viento entre 25 y 40 km/h,Nublado y chubascos débiles con viento entre 60 y 80 km/h,Nublado y chubascos débiles con viento entre 60 y 80 km/h,parcialnoche.png,parcial.png,vientolluvia6080.png,vientolluvia6080.png
Punta Arenas,Información redactada el día viernes 23 a las 04:59 hrs.,martes 27,5/13,Nubosidad parcial y chubascos débiles con viento entre 60 y 80 km/h,Nubosidad parcial y chubascos débiles con viento entre 60 y 80 km/h,Nubosidad parcial y chubascos débiles con viento entre 60 y 80 km/h,Nublado y chubascos débiles con viento entre 60 y 80 km/h,vientolluvia6080.png,vientolluvia6080.png,vientolluvia6080.png,vientolluvia6080.png
Porvenir,Información redactada el día viernes 23 a las 04:59 hrs.,viernes 23,/14,,Nublado y chubascos débiles con viento entre 80 y 94 km/h,Nubosidad parcial con viento entre 60 y 80 km/h,Nublado con viento entre 40 y 60 km/h,,vientolluvia8094.png,viento6080.png,parcialnoche.png
Porvenir,Información redactada el día viernes 23 a las 04:59 hrs.,sábado 24,6/18,Nublado,Nublado con viento entre 25 y 40 km/h,Nublado y chubascos débiles con viento entre 40 y 60 km/h,Nubosidad parcial con viento entre 40 y 60 km/h,parcialnoche.png,parcial.png,chubascos.png,parcialaltanoche.png
Porvenir,Información redactada el día viernes 23 a las 04:59 hrs.,domingo 25,6/18,Nubosidad parcial con viento entre 40 y 60 km/h,Nubosidad parcial con viento entre 40 y 60 km/h,Nubosidad parcial con viento entre 40 y 60 km/h,Nublado,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialnoche.png
Porvenir,Información redactada el día viernes 23 a las 04:59 hrs.,lunes 26,7/12,Nublado,Nublado con viento entre 25 y 40 km/h,Nublado y chubascos débiles con viento entre 40 y 60 km/h,Nublado y chubascos débiles con viento entre 60 y 80 km/h,parcialnoche.png,parcial.png,chubascos.png,vientolluvia6080.png
Porvenir,Información redactada el día viernes 23 a las 04:59 hrs.,martes 27,5/12,Nubosidad parcial y chubascos débiles con viento entre 60 y 80 km/h,Nubosidad parcial y chubascos débiles con viento entre 60 y 80 km/h,Nubosidad parcial y chubascos débiles con viento entre 60 y 80 km/h,Nublado y chubascos débiles con viento entre 60 y 80 km/h,vientolluvia6080.png,vientolluvia6080.png,vientolluvia6080.png,vientolluvia8094.png
Puerto Williams,Información redactada el día viernes 23 a las 04:55 hrs.,viernes 23,/11,,Nublado y chubascos con viento entre 60 y 80 km/h,Nublado y chubascos con viento entre 60 y 80 km/h,Nubosidad parcial con viento entre 40 y 60 km/h,,vientolluvia6080.png,vientolluvia6080.png,parcialaltanoche.png
Puerto Williams,Información redactada el día viernes 23 a las 04:55 hrs.,sábado 24,2/15,Nublado,Nublado,Nublado,Nubosidad parcial y chubascos débiles con viento entre 25 y 40 km/h,parcialnoche.png,parcial.png,parcial.png,lluvianoche.png
Puerto Williams,Información redactada el día viernes 23 a las 04:55 hrs.,domingo 25,4/18,Nubosidad parcial con viento entre 25 y 40 km/h,Nubosidad parcial con viento entre 40 y 60 km/h,Nubosidad parcial con viento entre 25 y 40 km/h,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Puerto Williams,Información redactada el día viernes 23 a las 04:55 hrs.,lunes 26,4/15,Nublado,Nublado,Nublado y chubascos,Nublado y chubascos débiles con viento entre 40 y 60 km/h,parcialnoche.png,parcial.png,solparciallluvia.png,lluvianoche.png
Puerto Williams,Información redactada el día viernes 23 a las 04:55 hrs.,martes 27,3/11,Nublado y chubascos débiles con viento entre 60 y 80 km/h,Nublado y chubascos débiles con viento entre 40 y 60 km/h,Nubosidad parcial y chubascos débiles con viento entre 40 y 60 km/h,Nublado y chubascos débiles con viento entre 40 y 60 km/h,vientolluvia6080.png,chubascos.png,solparciallluvia.png,chubascos.png
Isla de Pascua,Información redactada el día viernes 23 a las 03:23 hrs.,viernes 23,/26,,"Nubosidad parcial, ocasionalmente nublado","Nublado, ocasionalmente nubosidad parcial y chubascos aislados","Nubosidad parcial, ocasionalmente nublado y chubascos aislados",,parcialalta.png,solparciallluvia.png,lluvianoche.png
Isla de Pascua,Información redactada el día viernes 23 a las 03:23 hrs.,sábado 24,19/27,"Nubosidad parcial, ocasionalmente nublado y chubascos aislados","Nubosidad parcial, ocasionalmente nublado y chubascos aislados",Nubosidad parcial,Nubosidad parcial,lluvianoche.png,solparciallluvia.png,parcialalta.png,parcialaltanoche.png
Isla de Pascua,Información redactada el día viernes 23 a las 03:23 hrs.,domingo 25,20/26,Nubosidad parcial,"Nublado, ocasionalmente nubosidad parcial y chubascos aislados",Nubosidad parcial,"Nublado, ocasionalmente nubosidad parcial y chubascos aislados",parcialaltanoche.png,solparciallluvia.png,parcialalta.png,lluvianoche.png
Isla de Pascua,Información redactada el día viernes 23 a las 03:23 hrs.,lunes 26,20/25,"Nublado, ocasionalmente nubosidad parcial y chubascos aislados con viento entre 25 y 40 km/h",Nubosidad parcial con viento entre 25 y 40 km/h,Nubosidad parcial con viento entre 25 y 40 km/h,Nubosidad parcial con viento entre 25 y 40 km/h,vientolluvia2540.png,viento2540.png,viento2540.png,viento2540.png
Isla de Pascua,Información redactada el día viernes 23 a las 03:23 hrs.,martes 27,20/25,"Nublado, ocasionalmente nubosidad parcial y chubascos aislados con viento entre 25 y 40 km/h","Nublado, ocasionalmente nubosidad parcial y chubascos aislados con viento entre 25 y 40 km/h",Nubosidad parcial con viento entre 25 y 40 km/h,Nubosidad parcial con viento entre 25 y 40 km/h,vientolluvia2540.png,vientolluvia2540.png,viento2540.png,viento2540.png
